epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.6208654183944067,0.7619791666666667,0.35083774268627166,0.8688333333333333,1m7s
2,0.3382718832492828,0.8734791666666667,0.31749602150917056,0.88425,2m13s
3,0.29321149893601733,0.8902291666666666,0.2846590207417806,0.8929166666666667,3m17s
4,0.26485748757918676,0.9009375,0.3078478906949361,0.8886666666666667,4m22s
5,0.24429200092951456,0.9093125,0.2463326605161031,0.9085833333333333,5m27s
6,0.2221568586031596,0.9154791666666666,0.2543419567743937,0.9058333333333334,6m33s
7,0.20585699694355328,0.9218333333333333,0.25571175305048627,0.90975,7m39s
8,0.19637189243237177,0.9279166666666666,0.2557259136041005,0.9116666666666666,8m45s
9,0.182487273534139,0.931625,0.25336980628967287,0.9065,9m50s
10,0.1725291577577591,0.9349791666666667,0.24512343593438465,0.9135,10m55s
11,0.15864670736591022,0.94,0.25037880343198776,0.9169166666666667,12m0s
12,0.14596609031160673,0.9450416666666667,0.2412271226644516,0.9176666666666666,13m6s
13,0.13930921486020087,0.9477083333333334,0.24250061241785686,0.9203333333333333,14m12s
14,0.13246581987539927,0.9510208333333333,0.2655500564177831,0.9204166666666667,15m17s
15,0.12280432599782944,0.9542083333333333,0.28137363680203753,0.9154166666666667,16m23s
16,0.12223968093593915,0.9550416666666667,0.2835732555389404,0.91525,17m27s
17,0.10634764754772186,0.9595,0.28060106754302977,0.9173333333333333,18m32s
18,0.10005495489140352,0.963625,0.318009050210317,0.9136666666666666,19m36s
19,0.10579609101017316,0.9619375,0.2899652267297109,0.92025,20m42s
20,0.10267644519855579,0.9626666666666667,0.3359957596460978,0.9161666666666667,21m47s
21,0.08419738785674175,0.9689583333333334,0.3171152623494466,0.9214166666666667,22m51s
22,0.0846349593475461,0.9694791666666667,0.3360975375175476,0.9168333333333333,23m56s
23,0.0790419529688855,0.9707708333333334,0.3529625194867452,0.9188333333333333,25m0s
24,0.07971072273453077,0.971375,0.32452137033144635,0.9186666666666666,26m5s
25,0.07789182116091252,0.9721041666666667,0.3530371787548065,0.9186666666666666,27m11s
26,0.08233291339129209,0.9712708333333333,0.3700100054740906,0.9183333333333333,28m16s
27,0.07766471546639998,0.9733125,0.37771929836273194,0.916,29m22s
28,0.06625554774949947,0.9770208333333333,0.36120983759562175,0.9168333333333333,30m27s
29,0.06616033804913361,0.9770416666666667,0.45189342045784,0.9156666666666666,31m32s
30,0.06885595709520081,0.977125,0.39501715219020844,0.9185,32m38s
31,0.07223309912905097,0.9751458333333334,0.3883061898152034,0.9198333333333333,33m43s
32,0.057237146344346304,0.9800416666666667,0.42673052350680035,0.91725,34m47s
33,0.06773011242722471,0.9778125,0.3749396210511525,0.9178333333333333,35m52s
34,0.06519775078694026,0.9786041666666667,0.41002256886164345,0.9135833333333333,36m57s
35,0.056943363367269434,0.9811875,0.41467349167664846,0.9185,38m3s
36,0.06121126788916687,0.9800208333333333,0.40736900067329407,0.9171666666666667,39m7s
37,0.045579339432840545,0.9841458333333334,0.45019820833206176,0.9171666666666667,40m11s
38,0.05878356301039457,0.9805833333333334,0.39968932620684305,0.9144166666666667,41m16s
39,0.06594580267431835,0.9786458333333333,0.41975816933314003,0.9165833333333333,42m21s
40,0.05794336316951861,0.9810208333333333,0.42705910340944925,0.9199166666666667,43m26s
41,0.055399450685518485,0.9816458333333333,0.4033165955543518,0.9131666666666667,44m32s
42,0.06259668670160075,0.9795833333333334,0.46286108032862344,0.9190833333333334,45m37s
43,0.06234776533643405,0.9807916666666666,0.47626934393246967,0.9203333333333333,46m43s
44,0.06500893106435736,0.9798125,0.4320653740564982,0.9195833333333333,47m49s
45,0.048513287347275766,0.9842708333333333,0.47212244804700215,0.9215833333333333,48m56s
46,0.05734436015179381,0.981625,0.4695808087189992,0.9230833333333334,50m0s
47,0.04796142748308679,0.9852916666666667,0.391144529402256,0.9194166666666667,51m5s
48,0.053017348221037534,0.9833958333333334,0.49318282747268677,0.9184166666666667,52m9s
49,0.05228059511755904,0.9839791666666666,0.5008728952407837,0.9208333333333333,53m14s
50,0.056665260080869,0.9834166666666667,0.4045310614506404,0.9228333333333333,54m18s
