epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.6360806892315547,0.76125,0.3689107949733734,0.8646666666666667,1m51s
2,0.3354422786931197,0.8775,0.30624051280816394,0.88825,3m43s
3,0.29164501373966534,0.8937708333333333,0.26777681907018025,0.9013333333333333,5m35s
4,0.2662689046263695,0.9025,0.2833745801448822,0.89575,7m28s
5,0.2459992100596428,0.9094166666666667,0.25819169759750366,0.9093333333333333,9m20s
6,0.23492566484212876,0.914375,0.2654693827231725,0.9026666666666666,11m12s
7,0.22241235221922398,0.9182083333333333,0.24653077002614737,0.9106666666666666,13m4s
8,0.21033679729203383,0.9225,0.24844180047512054,0.9125833333333333,14m59s
9,0.20106718635062376,0.9271458333333333,0.24294058181842168,0.9141666666666667,16m51s
10,0.19038597404460111,0.9299791666666667,0.25368455139795937,0.9135833333333333,18m43s
11,0.17929263507574797,0.9345416666666667,0.27639914669593174,0.9101666666666667,20m35s
12,0.16881162565449873,0.9390833333333334,0.25884204520781834,0.9111666666666667,22m27s
13,0.16640632097174723,0.9385833333333333,0.2518563792606195,0.9175833333333333,24m20s
14,0.15504626601437727,0.9427291666666666,0.2743591364423434,0.917,26m12s
15,0.149649115798374,0.94575,0.2629445414940516,0.9139166666666667,28m4s
16,0.14717657531797887,0.9454791666666666,0.2708202092250188,0.9165833333333333,29m57s
17,0.14089001819988092,0.9488125,0.2788137354254723,0.9176666666666666,31m49s
18,0.13279321274720132,0.9519791666666667,0.28800192511081696,0.91575,33m41s
19,0.1301239517815411,0.9530416666666667,0.2969631753365199,0.9189166666666667,35m33s
20,0.1320501863186558,0.9542291666666667,0.29736256078879036,0.9190833333333334,37m26s
21,0.12455382187043627,0.955875,0.28481626453002296,0.91125,39m18s
22,0.11118353202690681,0.9587708333333333,0.29717672632137937,0.9200833333333334,41m10s
23,0.11139413037523627,0.960125,0.29946257641911506,0.9175,43m2s
24,0.10822486363102993,0.9613125,0.30484906502564746,0.9148333333333334,44m54s
25,0.11775361739657819,0.9590833333333333,0.33623268030087156,0.9174166666666667,46m46s
