epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.6200473817288875,0.7641875,0.37734313344955445,0.8578333333333333,2m19s
2,0.3814626603225867,0.8590833333333333,0.3177689925034841,0.879,4m38s
3,0.32874629917989173,0.8780416666666667,0.2945281418263912,0.8888333333333334,6m57s
4,0.3036971101897458,0.8867083333333333,0.2878935012817383,0.8896666666666667,9m16s
5,0.29374895930290224,0.8921041666666667,0.28197288151085376,0.8950833333333333,11m36s
6,0.27504288804655275,0.8981458333333333,0.25375345357259116,0.9036666666666666,13m56s
7,0.26585413807009656,0.9006041666666667,0.25862880059580007,0.9055,16m14s
8,0.2580374511896322,0.90475,0.2645318470299244,0.9009166666666667,18m33s
9,0.25316384590541324,0.9068333333333334,0.26475698860486346,0.904,20m51s
10,0.2435471093636006,0.9096875,0.2723057257930438,0.898,23m10s
11,0.24377978231136999,0.90975,0.3009026926954587,0.89575,25m28s
12,0.23610568124304215,0.9148125,0.26269018732508026,0.9026666666666666,27m47s
13,0.22809279654112954,0.9148125,0.28244588574767115,0.9028333333333334,30m5s
14,0.2376371495227019,0.9132291666666666,0.2721433756003777,0.9036666666666666,32m24s
15,0.22754404546072085,0.916,0.2525042195518812,0.9089166666666667,34m42s
16,0.22619128298045446,0.9175833333333333,0.24781892490386964,0.9118333333333334,37m1s
17,0.21149192354952295,0.9239791666666667,0.28603737316528954,0.8979166666666667,39m19s
18,0.2164909972026944,0.91925,0.25783610211809477,0.90775,41m40s
19,0.21865081889120241,0.9200833333333334,0.266391097659866,0.9093333333333333,43m56s
20,0.2187955357575168,0.920875,0.25633209255337713,0.90525,46m12s
21,0.21117078570462763,0.9224166666666667,0.2702937321017186,0.9045,48m28s
22,0.20624684788038333,0.9247916666666667,0.2728597157547871,0.9086666666666666,50m43s
23,0.2048266087990875,0.923875,0.2759711026748021,0.9086666666666666,52m59s
24,0.20972841741897477,0.9241666666666667,0.2908564206014077,0.90675,55m15s
25,0.21091180779847005,0.9234583333333334,0.27920780670146145,0.9036666666666666,57m30s
