epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.6751919283072154,0.741625,0.4017879421710968,0.85175,1m9s
2,0.34148085141181944,0.8757291666666667,0.2884301577806473,0.892,2m17s
3,0.29948567076524096,0.889375,0.29923475050926207,0.8859166666666667,3m26s
4,0.27336266084512073,0.8982708333333334,0.2574221013387044,0.9035833333333333,4m34s
5,0.2518488849202792,0.9063958333333333,0.2666272510290146,0.9070833333333334,5m45s
6,0.23270204146703086,0.914,0.2529036464293798,0.90775,6m56s
7,0.2169999253153801,0.919625,0.24313707208633423,0.91075,8m10s
8,0.20453561361630757,0.9240208333333333,0.23861080940564475,0.9135833333333333,9m24s
9,0.19288805321852368,0.929,0.24027778398990632,0.9170833333333334,10m43s
10,0.18029792936642966,0.93275,0.23629912046591442,0.9185,12m5s
11,0.1747339190642039,0.9340416666666667,0.23130124469598135,0.91675,13m26s
12,0.15695909390846888,0.9427916666666667,0.25266950352986656,0.9168333333333333,14m43s
13,0.14924289371569952,0.9439166666666666,0.23150596181551616,0.9204166666666667,15m52s
14,0.14326618959506351,0.9465833333333333,0.27410158662001294,0.9215833333333333,16m60s
15,0.13952078909178575,0.948,0.23936068348089853,0.919,18m8s
16,0.12219895778596401,0.9542916666666666,0.27378572420279185,0.922,19m16s
17,0.11902189372479915,0.9564166666666667,0.26128294348716735,0.9203333333333333,20m24s
18,0.11485790839294592,0.9579166666666666,0.2815601646502813,0.9214166666666667,21m32s
19,0.11142184927066168,0.9597291666666666,0.2783258432149887,0.9195,22m39s
20,0.09541230949262779,0.9642708333333333,0.2854556541840235,0.9205,23m47s
21,0.09869685364266237,0.9643125,0.3101753001610438,0.9189166666666667,24m54s
22,0.09066846892734369,0.966875,0.3249863772392273,0.92075,26m2s
23,0.08732873703539372,0.9679791666666666,0.30075951890150704,0.92125,27m9s
24,0.08359636485452453,0.9698958333333333,0.32789529450734456,0.9165833333333333,28m16s
25,0.07012043776611487,0.9751666666666666,0.3253634665807088,0.9215,29m26s
26,0.08108934177706639,0.9717083333333333,0.29861560712258023,0.9235,30m33s
27,0.08480376875897248,0.9707708333333334,0.303439112106959,0.92175,31m40s
28,0.06926746682077646,0.9752708333333333,0.3534993760585785,0.9199166666666667,32m48s
29,0.06607565122842789,0.9770416666666667,0.35083771880467735,0.9199166666666667,33m56s
30,0.07078443664684891,0.9749375,0.3296627016067505,0.9238333333333333,35m3s
31,0.06403785791123907,0.9777916666666666,0.35721884441375734,0.9214166666666667,36m10s
32,0.06393882745566468,0.9779583333333334,0.3901621402104696,0.9180833333333334,37m18s
33,0.06252618683005373,0.9781875,0.3907981986204783,0.9248333333333333,38m26s
34,0.06772534784798821,0.9769166666666667,0.3561568338473638,0.9233333333333333,39m35s
35,0.060775955654680726,0.9786875,0.34123177754878997,0.9226666666666666,40m43s
36,0.050597328457360466,0.9825416666666666,0.3900792561372121,0.9186666666666666,41m52s
37,0.05309719151010116,0.9820625,0.3539580921332041,0.923,43m1s
38,0.06478177502999703,0.9784791666666667,0.39247121596336365,0.9216666666666666,44m10s
39,0.0612955365665257,0.9792708333333333,0.38109771394729614,0.9194166666666667,45m18s
40,0.05683238132918875,0.9818958333333333,0.4137725480397542,0.9180833333333334,46m27s
41,0.05499586959431569,0.982125,0.3916842960119247,0.9231666666666667,47m35s
42,0.05582717638105775,0.9821666666666666,0.38637072881062823,0.9246666666666666,48m44s
43,0.05805868162532958,0.9813541666666666,0.4358814582824707,0.9221666666666667,49m53s
44,0.04801090892590582,0.9842916666666667,0.4466404199997584,0.9218333333333333,51m1s
45,0.04599161455531915,0.9856041666666666,0.40473344151178997,0.9234166666666667,52m9s
46,0.0588404928954939,0.9817083333333333,0.42178195730845136,0.9189166666666667,53m18s
47,0.04872283870796673,0.9851666666666666,0.3861264347235362,0.9214166666666667,54m26s
48,0.053933169682820636,0.9827916666666666,0.4448057990868886,0.92225,55m34s
49,0.04580570481934895,0.98575,0.3959704359372457,0.9219166666666667,56m43s
50,0.05446469545488556,0.9821875,0.41904081519444786,0.92125,57m52s
51,0.04807979565796753,0.984625,0.49929624478022255,0.9180833333333334,59m0s
52,0.060619875765716036,0.9812083333333333,0.44152870774269104,0.9238333333333333,60m8s
53,0.05144228049616019,0.9846041666666666,0.39712832816441856,0.9225,61m17s
54,0.0543371083488067,0.9835208333333333,0.45685351435343424,0.9233333333333333,62m26s
55,0.04713076767201225,0.985,0.466772408246994,0.9213333333333333,63m34s
56,0.059756705009844154,0.9828333333333333,0.4387612417538961,0.9235,64m42s
57,0.05525498024312159,0.9835208333333333,0.44157798047860464,0.9209166666666667,65m51s
58,0.048868770647483566,0.9851666666666666,0.483458936214447,0.9195,67m1s
59,0.05467434754222632,0.9840625,0.38943260447184247,0.91925,68m9s
60,0.042910997193461906,0.9863541666666666,0.4959091715017955,0.9219166666666667,69m17s
61,0.052610898236278444,0.9842916666666667,0.5258867197036743,0.92125,70m25s
62,0.04672257709534218,0.9855208333333333,0.495128701766332,0.9214166666666667,71m33s
63,0.046231763232208324,0.9870833333333333,0.4736299320062001,0.9230833333333334,72m43s
64,0.04465080493781716,0.985875,0.4913695653875669,0.9185,73m51s
65,0.043557987384265286,0.987125,0.49674346987406415,0.9219166666666667,74m59s
66,0.04539155673639228,0.9867916666666666,0.5248337844610215,0.9211666666666667,76m7s
67,0.05772450345971932,0.9827291666666667,0.47783021328846614,0.9231666666666667,77m16s
68,0.03734612989122979,0.9889791666666666,0.5278457012176514,0.9195,78m24s
69,0.05881364288126739,0.9841458333333334,0.3608482125202815,0.9196666666666666,79m33s
70,0.049529303170740606,0.9852916666666667,0.4126434625983238,0.9174166666666667,80m44s
71,0.04556007477501407,0.9870833333333333,0.45180571381251017,0.9161666666666667,81m57s
72,0.03328636277734768,0.9897708333333334,0.5024137081305186,0.9178333333333333,83m8s
73,0.04933997665819091,0.9863125,0.42125275293986003,0.9190833333333334,84m19s
74,0.05185790105909109,0.9848333333333333,0.4117099952896436,0.91875,85m26s
75,0.040075785346173995,0.9881458333333333,0.48598587505022683,0.9205,86m34s
