epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.8006884667078654,0.6881458333333333,0.42561863629023233,0.842,2m10s
2,0.37581124194463095,0.8597083333333333,0.31538333821296693,0.8798333333333334,5m13s
3,0.31713857754071556,0.883625,0.298534251054128,0.8888333333333334,18m27s
4,0.27303510292371114,0.89825,0.28142547647158306,0.892,24m36s
5,0.2530446565945943,0.9061041666666667,0.24515387443701425,0.90975,31m41s
6,0.2309387730360031,0.9132291666666666,0.24176917350292207,0.9114166666666667,37m57s
7,0.21602654949824016,0.9185625,0.23514658864339194,0.91525,44m40s
8,0.197436584909757,0.9260208333333333,0.22260803047815958,0.9193333333333333,58m11s
9,0.18111129331588746,0.93225,0.23373691968123117,0.9184166666666667,71m39s
10,0.17063018558422724,0.9363125,0.22091457211971283,0.9211666666666667,85m10s
11,0.15722272328535716,0.94075,0.2282569090127945,0.917,98m19s
12,0.14419276446104048,0.9460625,0.2231357675790787,0.9224166666666667,111m30s
13,0.13672298594315846,0.9494166666666667,0.23114530380566914,0.9226666666666666,120m6s
14,0.12545689098040264,0.9528958333333334,0.23470597259203593,0.92125,133m60s
15,0.11490539904435476,0.9563333333333334,0.24030909180641175,0.9251666666666667,147m53s
16,0.10971516281366349,0.9591666666666666,0.24250829076766967,0.9253333333333333,160m46s
17,0.1037515033086141,0.9617291666666666,0.22999098563194276,0.9226666666666666,168m18s
18,0.09690001402298609,0.9631875,0.2620676032304764,0.92425,175m51s
19,0.09170646873116493,0.9663958333333333,0.2520881550709407,0.92525,183m25s
20,0.0757901013592879,0.9719583333333334,0.2914521497885386,0.9241666666666667,190m58s
21,0.07547045495112736,0.971625,0.2900434617201487,0.9245833333333333,198m32s
22,0.07411405698458354,0.9725208333333333,0.3127150531609853,0.9205,206m8s
23,0.07075745568672816,0.9747708333333334,0.2932393101056417,0.9245833333333333,213m41s
24,0.0685333174665769,0.9758125,0.29213493303457894,0.9253333333333333,221m15s
25,0.05416942695279916,0.9797916666666666,0.3463802902698517,0.925,228m47s
